Time,Distance,RSSI,SNR
14:57:23:043,890.32,-101,-15
14:57:23:403,890.37,-100,-14
14:57:23:746,890.41,-101,-13
14:57:24:106,890.46,-100,-11
14:57:24:450,890.5,-100,-10
14:57:24:809,890.55,-101,-8
14:57:25:153,890.59,-101,-8
14:57:25:496,890.64,-99,-7
14:57:25:856,890.69,-101,-8
14:57:26:199,890.73,-99,-12
14:57:26:559,890.78,-100,-13
14:57:26:903,890.82,-101,-9
14:57:27:246,890.87,-101,-10
14:57:27:606,890.91,-100,-11
14:57:27:949,890.96,-100,-7
14:57:28:309,891.01,-99,-11
14:57:28:653,891.05,-101,-10
14:57:28:996,891.1,-100,-6
14:57:29:356,891.14,-100,-5
14:57:29:699,891.19,-99,-7
14:57:30:059,891.23,-101,-6
14:57:30:402,891.28,-100,-5
14:57:30:762,891.33,-100,-7
14:57:31:100,891.37,-100,-9
14:57:31:459,891.42,-99,-9
14:57:31:803,891.46,-99,-8
14:57:32:162,891.51,-99,-10
14:57:32:506,891.55,-101,-12
14:57:32:849,891.6,-100,-14
14:57:33:209,891.65,-99,-12
14:57:33:553,891.69,-99,-10
14:57:33:912,891.74,-99,-10
14:57:34:256,891.78,-100,-13
14:57:34:599,891.83,-101,-16
14:57:35:302,891.92,-100,-13
14:57:36:006,892.01,-101,-10
14:57:36:349,892.06,-101,-13
14:57:36:709,892.1,-101,-12
14:57:37:052,892.15,-101,-9
14:57:37:411,892.19,-99,-10
14:57:37:755,892.24,-101,-8
14:57:38:114,892.29,-101,-10
14:57:38:458,892.33,-101,-8
14:57:38:802,892.38,-100,-7
14:57:39:161,892.42,-100,-8
14:57:39:505,892.47,-101,-7
14:57:39:864,892.51,-101,-11
14:57:40:208,892.56,-99,-12
14:57:40:567,892.61,-101,-11
14:57:40:911,892.65,-100,-13
14:57:41:255,892.7,-100,-13
14:57:41:614,892.74,-100,-16
14:57:41:958,892.79,-101,-11
14:57:42:312,892.83,-101,-12
14:57:42:655,892.88,-101,-14
14:57:43:015,892.93,-101,-13
14:57:43:358,892.97,-100,-12
14:57:43:718,893.02,-100,-14
14:57:44:062,893.06,-100,-13
14:57:44:405,893.11,-100,-14
14:57:44:765,893.15,-100,-15
14:57:45:108,893.2,-101,-11
14:57:45:468,893.25,-100,-15
14:57:45:811,893.29,-101,-11
14:57:46:171,893.34,-100,-13
14:57:46:515,893.38,-100,-10
14:57:46:858,893.43,-101,-11
14:57:47:218,893.48,-100,-13
14:57:47:561,893.52,-101,-13
14:57:48:264,893.61,-99,-11
14:57:48:608,893.66,-100,-8
14:57:48:968,893.7,-101,-10
14:57:49:311,893.97,-101,-9
14:57:49:671,894.39,-101,-9
14:57:50:014,894.8,-99,-10
14:57:50:358,895.2,-101,-11
14:57:51:061,896.02,-100,-14
14:57:51:421,896.44,-101,-11
14:57:51:764,896.84,-101,-13
14:57:52:118,897.25,-100,-13
14:57:52:461,897.65,-101,-9
14:57:52:821,898.07,-101,-10
14:57:53:164,898.47,-99,-12
14:57:53:524,898.89,-99,-11
14:57:53:868,899.29,-100,-10
14:57:54:571,900.11,-99,-9
14:57:54:914,900.51,-101,-8
14:57:55:274,900.93,-99,-8
14:57:55:617,901.34,-101,-6
14:57:55:961,901.74,-101,-8
14:57:56:321,902.16,-99,-11
14:57:56:664,902.56,-100,-10
14:57:57:024,902.98,-101,-9
14:57:57:367,903.38,-101,-9
14:57:57:727,903.8,-100,-11
14:57:58:070,904.2,-101,-8
14:57:58:414,904.6,-100,-11
14:57:58:774,905.02,-100,-8
14:57:59:117,905.42,-101,-8
14:57:59:477,905.84,-99,-10
14:57:59:820,906.24,-99,-9
14:58:00:164,906.39,-100,-13
14:58:00:524,906.27,-100,-11
14:58:00:867,906.16,-101,-10
14:58:01:226,906.04,-101,-9
14:58:01:569,905.92,-101,-8
14:58:01:929,905.8,-100,-11
14:58:02:273,905.68,-101,-9
14:58:02:616,905.57,-99,-10
14:58:02:976,905.44,-99,-10
14:58:03:330,905.32,-100,-9
14:58:03:673,905.21,-99,-10
14:58:04:017,905.09,-99,-10
14:58:04:380,904.97,-100,-11
14:58:05:066,904.74,-101,-11
14:58:05:426,904.62,-100,-9
14:58:05:770,904.5,-100,-12
14:58:06:129,904.38,-101,-9
14:58:06:473,904.26,-100,-14
14:58:06:832,904.14,-101,-15
14:58:07:176,904.03,-101,-15
14:58:07:519,903.91,-101,-14
14:58:07:879,903.79,-101,-14
14:58:08:223,903.67,-101,-12
14:58:08:582,903.55,-101,-14
14:58:08:926,903.43,-100,-15
14:58:09:269,903.32,-101,-8
14:58:09:629,903.2,-99,-9
14:58:09:973,903.08,-101,-7
14:58:10:332,902.96,-99,-7
14:58:10:676,902.84,-100,-9
14:58:11:378,902.61,-101,-6
14:58:11:721,902.49,-101,-7
14:58:12:081,902.37,-99,-10
14:58:12:425,902.25,-100,-16
14:58:12:784,902.13,-101,-13
14:58:13:132,902.01,-100,-12
14:58:13:475,901.9,-101,-14
14:58:13:835,901.78,-100,-14
14:58:14:172,901.66,-100,-12
14:58:14:532,901.54,-100,-8
14:58:14:875,901.43,-101,-10
14:58:15:235,901.3,-101,-11
14:58:15:581,901.19,-101,-11
14:58:15:925,901.07,-100,-11
14:58:16:285,900.95,-99,-8
14:58:16:628,900.83,-99,-9
14:58:16:975,900.72,-101,-7
14:58:17:338,900.59,-99,-6
14:58:17:681,900.48,-100,-5
14:58:18:025,900.36,-100,-5
14:58:18:384,900.24,-101,-7
14:58:18:728,900.12,-100,-11
14:58:19:431,899.89,-101,-7
14:58:19:782,899.77,-99,-15
14:58:20:484,899.53,-100,-14
14:58:20:831,899.41,-101,-13
14:58:21:190,899.29,-100,-5
14:58:21:534,899.18,-100,-13
14:58:21:877,899.06,-101,-11
14:58:22:237,898.94,-99,-9
14:58:22:581,898.82,-99,-10
14:58:22:940,898.7,-99,-10
14:58:23:290,898.58,-100,-14
14:58:23:633,898.47,-99,-8
14:58:23:977,898.35,-99,-10
14:58:24:339,898.23,-101,-8
14:58:24:683,898.11,-99,-10
14:58:25:036,897.99,-101,-8
14:58:25:380,897.88,-100,-12
14:58:25:739,897.76,-100,-14
14:58:26:083,897.64,-100,-15
14:58:26:442,897.52,-101,-13
14:58:26:787,897.4,-101,-13
14:58:27:137,897.28,-100,-12
14:58:27:484,897.17,-99,-8
14:58:27:843,897.04,-101,-6
14:58:28:187,896.93,-101,-8
14:58:28:531,896.81,-101,-9
14:58:28:890,896.69,-99,-7
14:58:29:234,896.57,-100,-13
14:58:29:585,896.46,-101,-13
14:58:29:944,896.33,-100,-15
14:58:30:288,896.22,-101,-9
14:58:30:631,896.1,-101,-10
14:58:30:991,895.98,-101,-14
14:58:31:334,895.87,-99,-13
14:58:31:694,895.74,-100,-10
14:58:32:042,895.63,-99,-7
14:58:32:386,895.51,-101,-7
14:58:32:743,895.39,-100,-7
14:58:33:087,895.27,-100,-11
14:58:33:446,895.15,-99,-9
14:58:33:790,895.04,-100,-10
14:58:34:134,894.92,-101,-9
14:58:34:493,894.8,-100,-12
14:58:34:837,894.68,-100,-6
14:58:35:196,894.56,-101,-5
14:58:35:540,894.44,-101,-8
14:58:35:884,894.33,-100,-8
14:58:36:237,894.21,-100,-7
14:58:36:596,894.09,-100,-6
14:58:36:940,893.97,-100,-6
14:58:37:286,893.85,-101,-10
14:58:37:645,893.73,-100,-8
14:58:37:988,893.62,-100,-11
14:58:38:347,893.5,-99,-8
14:58:38:691,893.38,-100,-5
14:58:39:035,893.26,-100,-6
14:58:39:398,893.14,-100,-6
14:58:39:741,893.03,-99,-10
14:58:40:101,892.9,-99,-10
14:58:40:444,892.79,-100,-8
14:58:40:788,892.67,-101,-7
14:58:41:148,892.55,-101,-8
14:58:41:490,892.43,-99,-9
14:58:41:850,892.31,-99,-9
14:58:42:193,892.2,-101,-7
14:58:42:537,892.08,-101,-7
14:58:42:899,891.96,-101,-7
14:58:43:243,891.84,-101,-9
14:58:43:603,891.72,-100,-5
14:58:43:949,891.6,-100,-7
14:58:44:293,891.49,-99,-9
14:58:44:652,891.37,-99,-8
14:58:44:999,891.25,-101,-6
14:58:45:343,891.13,-99,-6
14:58:45:702,891.01,-99,-8
14:58:46:051,890.89,-99,-9
14:58:46:401,890.78,-100,-10
14:58:46:744,890.66,-101,-7
14:58:47:095,890.54,-99,-8
14:58:47:455,890.42,-100,-9
14:58:47:798,890.3,-99,-10
14:58:48:142,890.19,-99,-11
14:58:48:501,890.07,-100,-12
14:58:48:845,889.95,-99,-8
14:58:49:204,889.83,-100,-5
14:58:49:548,889.71,-99,-10
14:58:49:897,889.59,-100,-10
14:58:57:967,886.87,-101,-13
14:58:58:296,886.76,-99,-11
14:58:58:655,886.64,-101,-8
14:58:58:999,886.52,-101,-8
14:58:59:358,886.4,-100,-12
14:58:59:702,886.28,-101,-8
14:59:00:750,885.93,-99,-8
14:59:01:109,885.81,-101,-8
14:59:01:453,885.69,-101,-8
14:59:01:800,885.57,-101,-11
14:59:02:159,885.45,-100,-14
14:59:02:862,885.22,-100,-13
14:59:03:209,885.1,-100,-15
14:59:03:912,884.86,-100,-14
14:59:04:255,884.74,-99,-9
14:59:04:615,884.62,-101,-12
14:59:04:959,884.51,-101,-12
14:59:27:364,876.94,-101,-17
14:59:28:067,876.7,-101,-18
