13:49:31:852,2.69,-55,10
13:49:32:200,2.73,-47,9
13:49:32:552,2.78,-36,8
13:49:32:900,2.82,-35,8
13:49:33:252,2.86,-44,8
13:49:33:600,2.9,-32,8
13:49:33:952,2.94,-39,11
13:49:34:301,2.99,-42,10
13:49:34:653,3.03,-54,9
13:49:35:000,3.07,-59,9
13:49:35:352,3.11,-74,8
13:49:35:704,3.15,-76,7
13:49:36:052,3.2,-61,9
13:49:36:404,3.24,-67,9
13:49:36:752,3.28,-68,8
13:49:37:104,3.4,-68,10
13:49:37:452,3.7,-69,9
13:49:37:804,4.0,-70,8
13:49:38:155,4.3,-68,7
13:49:38:496,4.6,-70,8
13:49:38:855,4.9,-73,10
13:49:39:199,5.2,-71,8
13:49:39:555,5.51,-74,9
13:49:39:906,5.81,-78,8
13:49:40:254,6.11,-71,9
13:49:40:606,6.41,-76,6
13:49:40:954,6.71,-83,5
13:49:41:307,7.01,-82,9
13:49:42:007,7.61,-76,8
13:49:42:355,7.91,-71,9
13:49:42:707,8.21,-76,9
13:49:43:059,8.52,-73,10
13:49:43:407,8.82,-67,8
13:49:43:759,9.12,-74,9
13:49:44:106,9.42,-68,8
13:49:44:456,9.72,-72,10
13:49:44:807,10.02,-74,9
13:49:45:159,10.32,-76,8
13:49:45:507,10.62,-78,7
13:49:45:859,10.92,-84,7
13:49:46:207,11.22,-75,8
13:49:46:559,11.52,-75,9
13:49:46:907,11.82,-80,7
13:49:47:259,12.12,-82,8
13:49:47:611,12.43,-87,8
13:49:47:959,12.73,-81,9
13:49:48:659,13.17,-80,7
13:49:49:011,13.39,-81,8
13:49:49:359,13.61,-93,1
13:49:49:711,13.83,-87,6
13:49:50:063,14.05,-82,8
13:49:50:411,14.27,-84,7
13:49:51:111,14.7,-90,0
13:49:51:460,14.92,-84,6
13:49:51:813,15.14,-80,8
13:49:52:160,15.36,-92,0
13:49:52:512,15.58,-83,9
13:49:52:860,15.8,-90,4
13:49:53:564,16.24,-87,5
13:49:53:912,16.46,-81,9
13:49:54:264,16.68,-86,7
13:49:54:612,16.89,-87,7
13:49:54:964,17.11,-83,5
13:49:55:313,17.33,-82,7
13:49:56:365,17.99,-85,6
13:49:56:717,18.21,-85,7
13:49:57:065,18.43,-93,0
13:49:57:765,18.86,-91,3
13:49:58:466,19.87,-85,7
13:49:58:814,20.5,-87,6
13:49:59:514,21.79,-85,7
13:49:59:866,22.43,-87,5
13:50:00:218,23.08,-88,5
13:50:00:566,23.71,-93,3
13:50:00:918,24.36,-91,3
13:50:01:263,24.99,-85,5
13:50:01:615,25.64,-91,3
13:50:01:967,26.28,-86,6
13:50:02:667,27.57,-84,7
13:50:03:018,28.21,-80,8
13:50:03:366,28.85,-86,4
13:50:03:718,29.49,-89,3
13:50:04:070,30.14,-88,4
13:50:04:419,30.78,-85,4
13:50:04:771,31.42,-90,5
