13:14:47:943,3.69,-36,11
13:14:48:291,4.15,-36,11
13:14:48:639,4.62,-36,11
13:14:48:991,5.09,-35,8
13:14:49:339,5.56,-37,8
13:14:49:691,6.03,-44,8
13:14:50:039,6.49,-50,10
13:14:50:392,6.97,-44,10
13:14:50:740,7.43,-42,9
13:14:51:092,7.91,-46,9
13:14:51:440,8.37,-53,8
13:14:51:792,8.84,-71,8
13:14:52:140,9.31,-67,8
13:14:52:492,9.78,-64,8
13:14:52:840,10.25,-69,9
13:14:53:192,10.72,-62,10
13:14:53:541,11.19,-64,10
13:14:53:892,11.66,-77,7
13:14:54:240,12.13,-60,8
13:14:54:592,12.6,-74,9
13:14:54:944,13.07,-68,9
13:14:55:292,13.54,-72,9
13:14:55:644,14.01,-64,8
13:14:55:992,14.47,-66,10
13:14:56:345,15.08,-64,11
13:14:56:694,15.78,-69,9
13:14:57:046,16.49,-74,8
13:14:57:394,17.19,-62,11
13:14:57:746,17.9,-57,10
13:14:58:094,18.6,-55,9
13:14:58:446,19.3,-63,9
13:14:58:794,20.0,-59,8
13:14:59:146,20.71,-57,9
13:14:59:495,21.41,-66,9
13:14:59:847,22.12,-69,9
13:15:00:195,22.82,-71,10
13:15:00:547,23.53,-76,9
13:15:00:895,24.23,-73,8
13:15:01:247,24.93,-80,9
13:15:01:595,25.63,-79,8
13:15:01:947,26.34,-77,8
13:15:02:296,27.04,-88,7
13:15:02:648,27.75,-72,9
13:15:02:996,28.45,-71,10
13:15:03:348,29.16,-77,8
13:15:03:697,29.86,-78,7
13:15:04:049,30.57,-77,8
13:15:04:397,31.27,-79,9
13:15:04:749,31.97,-82,8
13:15:05:098,32.68,-83,8
13:15:05:450,33.38,-79,9
13:15:06:150,34.79,-80,9
13:15:06:499,35.49,-84,7
13:15:06:847,36.19,-82,9
13:15:07:199,36.74,-83,9
13:15:07:551,37.15,-78,8
13:15:07:900,37.56,-86,6
13:15:08:252,37.98,-81,8
13:15:08:600,38.39,-80,10
13:15:10:001,40.05,-81,8
13:15:10:351,40.46,-83,7
13:15:10:703,40.88,-82,6
13:15:11:750,42.12,-77,8
13:15:12:102,42.53,-78,9
13:15:12:454,42.95,-80,7
13:15:12:802,43.36,-76,8
13:15:13:154,43.78,-80,8
13:15:13:504,44.19,-74,9
13:15:13:852,44.6,-82,7
13:15:14:204,45.02,-77,9
13:15:15:256,46.26,-82,8
13:15:15:604,46.68,-88,5
13:15:16:305,47.51,-80,8
13:15:17:005,48.33,-91,5
